Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131
19.500,0,10,5,0,0,0,23,20,2,2,26,21,33,32,42,5,0,0,0,12,2,0,0,0,0,0,0,1,0,17,25,2,30,13,9,0,0,6,15,11,20,22,9,19,0,15,32,26,7,0,2,32,19,2,1,3,7,0,11,0,0,0,0,0,0,0,1,19,5,8,0,4,3,1,5,13,8,0,0,0,0,18,0,0,0,0,5,0,10,1,20,0,5,10,21,0,24,9,4,0,0,0,17,22,6,7,0,19,0,0,0,4,0,0,4,8,0,36,0,1,3,4,2,0,0,4,17,8,0,6,5
20.500,0,14,2,3,0,0,21,17,9,3,30,16,52,26,39,0,0,5,0,8,2,0,0,0,0,0,1,2,0,13,26,2,21,12,5,0,3,9,11,22,14,25,7,5,0,11,33,32,11,0,0,32,23,4,2,6,8,0,16,0,0,0,0,0,0,0,3,0,5,7,0,10,2,0,4,10,10,0,0,6,2,22,0,0,0,0,2,0,16,3,19,2,2,22,28,4,24,0,4,0,4,0,4,23,10,16,4,15,0,0,0,4,0,0,3,12,0,56,0,3,3,4,5,0,0,6,22,6,0,9,2
21.500,5,23,4,1,0,0,24,25,6,3,29,22,87,33,33,0,0,16,0,14,2,0,0,0,0,0,1,3,0,13,23,2,16,14,2,0,0,7,16,20,27,20,5,0,0,17,28,46,17,0,0,6,30,5,5,3,10,0,19,0,0,0,0,0,0,0,3,0,2,8,2,13,0,0,4,7,5,0,0,3,4,33,0,0,0,0,6,0,16,12,26,1,2,13,25,1,30,5,2,0,4,0,13,25,4,25,3,23,0,0,0,4,0,1,5,11,0,62,0,0,1,10,1,0,0,7,19,7,0,12,0
22.500,4,11,4,2,0,0,25,15,14,3,5,25,67,30,24,1,0,6,0,10,1,0,0,0,0,0,1,1,0,18,25,0,20,19,3,0,3,16,14,40,62,23,7,0,0,8,26,37,11,0,0,10,28,5,1,2,13,0,16,0,0,0,0,0,0,0,2,0,3,8,1,16,0,0,6,6,10,0,0,0,22,27,0,0,0,2,2,0,31,14,36,0,2,24,21,2,50,5,8,0,3,0,7,28,12,22,4,25,0,0,0,6,0,3,10,14,0,42,1,2,4,9,1,0,0,6,20,7,0,28,0
23.500,0,11,3,3,0,0,29,30,14,3,15,22,53,36,12,5,0,6,2,13,1,2,2,0,0,0,2,4,0,13,22,2,14,16,5,0,1,14,18,24,78,2,7,0,0,17,31,29,10,0,0,5,29,5,3,2,15,0,20,0,1,0,0,0,0,0,4,0,6,6,0,20,0,0,5,6,10,0,0,0,50,41,0,0,0,2,2,0,28,18,27,0,3,24,19,3,33,4,0,0,1,0,10,33,5,28,5,22,0,0,0,6,0,4,3,13,0,44,2,3,1,7,3,0,0,6,13,6,1,44,0
24.500,0,8,3,10,1,0,32,22,17,2,9,21,43,52,13,0,0,0,2,12,0,3,0,0,0,0,1,2,0,19,24,4,12,21,2,0,0,15,17,30,78,3,4,0,0,11,33,20,9,0,0,4,40,4,4,2,18,0,25,0,3,0,0,0,0,0,1,0,1,10,1,25,0,1,5,6,6,0,0,10,43,34,0,0,0,0,2,0,16,25,16,2,2,40,26,3,24,3,8,0,1,0,5,45,11,72,7,30,0,0,0,4,0,7,5,12,0,36,3,0,4,6,6,0,0,9,14,2,3,18,0
25.500,5,6,4,22,2,0,39,27,22,5,10,19,40,3,2,1,0,7,1,11,0,5,0,0,0,0,1,1,0,17,20,1,13,30,3,0,3,24,19,29,88,1,5,3,3,15,36,8,19,0,1,8,38,4,4,2,23,0,32,0,5,0,0,0,0,0,4,0,3,6,3,38,3,2,7,7,9,0,0,0,30,25,0,0,1,0,2,0,19,20,6,1,2,33,22,0,14,5,3,24,1,0,9,43,6,70,8,62,0,0,0,7,0,6,13,8,0,43,3,0,1,10,1,0,0,11,13,5,50,10,0
26.500,3,6,3,19,14,0,28,30,29,2,14,4,79,12,12,3,0,3,1,18,0,5,0,0,0,0,4,4,0,19,23,2,20,33,2,0,1,23,23,40,76,4,2,0,12,16,35,14,11,0,2,9,26,2,6,1,25,0,24,1,3,0,0,0,2,0,5,0,5,11,2,68,5,2,6,4,7,0,0,0,21,17,0,0,3,0,1,0,16,15,5,0,0,12,22,8,16,3,0,13,1,0,14,49,14,48,15,91,0,0,0,10,0,9,19,16,0,44,3,3,4,7,2,0,0,12,15,4,55,12,0
27.500,2,4,5,27,35,0,25,26,23,6,14,8,61,2,4,3,0,3,5,6,0,6,0,0,0,0,1,5,0,18,27,4,12,24,4,0,3,26,23,43,50,2,4,4,0,27,26,17,9,0,2,5,20,0,14,1,30,0,17,1,3,2,0,0,1,0,3,0,1,10,3,97,5,0,10,6,7,0,0,6,19,16,0,0,3,0,1,0,17,9,4,3,3,17,18,3,15,5,8,11,3,0,8,43,9,23,22,49,0,0,0,10,0,9,29,10,3,39,4,1,2,2,7,0,0,11,16,3,20,8,0
28.500,3,5,5,25,14,0,19,13,25,4,19,10,49,9,10,1,0,4,3,18,2,9,0,0,0,0,1,2,1,19,25,4,15,28,2,0,1,55,30,34,38,0,2,2,0,16,20,13,18,0,2,10,26,3,16,1,46,0,11,3,5,2,0,0,0,0,2,0,2,7,5,39,6,0,5,3,9,0,0,3,9,16,0,0,12,0,0,0,19,16,0,1,0,7,19,6,13,1,3,8,8,0,11,42,14,22,12,73,0,0,0,11,19,4,15,19,4,35,4,0,3,13,1,0,0,18,0,4,21,7,0
29.500,3,6,5,26,14,0,20,17,22,7,16,11,40,7,4,2,0,3,4,9,2,15,0,0,0,0,4,2,1,21,26,4,17,22,3,0,3,65,33,32,30,3,2,3,0,12,19,13,16,0,0,7,16,8,23,0,63,0,7,5,1,1,0,0,0,0,7,0,4,11,4,27,5,0,8,5,11,0,0,5,10,19,0,0,12,1,0,0,19,11,1,1,0,6,19,5,36,0,7,7,1,0,7,46,10,13,10,39,0,0,0,17,21,6,16,15,2,37,6,0,3,8,3,0,0,33,0,5,17,12,0
30.500,5,4,4,31,6,3,17,20,17,4,16,8,43,6,8,4,0,4,4,13,6,13,3,0,0,0,1,4,2,22,29,11,16,26,1,0,3,97,36,38,35,0,1,4,0,9,22,14,12,0,3,11,23,4,31,1,48,0,5,6,3,0,0,0,2,1,5,5,3,14,6,19,6,3,7,5,6,0,0,10,8,13,0,0,16,24,0,0,22,11,3,3,0,7,37,9,51,0,5,8,2,0,11,42,21,21,7,10,3,0,0,22,14,10,22,15,5,48,6,2,0,10,7,2,3,20,0,6,16,10,0
31.500,2,4,23,26,13,3,13,33,18,10,15,15,40,9,4,2,0,2,7,13,4,19,0,0,0,0,4,8,2,21,32,9,21,24,5,0,3,47,46,8,33,5,1,7,0,10,19,18,18,0,0,13,21,7,26,2,15,0,5,5,4,3,0,0,1,3,8,8,2,14,7,21,3,1,5,3,11,0,0,8,9,25,0,0,13,35,0,0,26,15,1,1,0,4,38,7,36,0,5,6,0,0,14,53,21,27,7,3,3,0,0,15,19,11,17,19,6,56,7,10,5,16,16,2,17,7,0,6,19,8,0
32.500,5,7,27,39,10,4,5,33,16,12,16,14,51,4,6,2,0,4,9,11,9,23,0,0,0,0,5,2,2,23,30,27,15,25,2,0,3,41,65,5,34,2,0,13,0,8,15,20,20,0,3,12,19,7,81,0,15,0,6,14,1,3,0,5,0,2,5,16,2,17,11,12,5,1,5,4,9,0,0,9,6,14,0,0,20,31,0,0,40,9,1,3,0,4,37,8,28,0,8,7,2,0,9,56,33,19,4,4,8,0,4,12,25,13,15,23,4,51,8,80,1,19,36,6,36,4,0,7,19,13,0
33.500,5,3,28,46,6,6,0,24,16,9,14,16,52,10,5,4,0,3,15,16,14,32,0,0,2,0,4,5,5,26,37,31,23,41,3,0,4,45,75,7,26,1,0,17,0,6,15,7,23,0,1,20,22,31,56,1,14,0,2,9,4,1,0,11,1,6,15,10,4,16,10,18,3,1,6,4,10,0,0,8,7,13,0,0,24,21,0,0,29,19,2,2,0,0,48,10,29,0,8,8,9,0,11,82,23,31,3,0,10,0,13,9,19,17,23,16,9,42,8,45,6,45,36,5,15,4,0,7,11,16,0
34.500,4,4,26,48,10,10,1,29,21,18,17,13,51,4,5,1,0,4,8,9,23,23,0,0,0,0,7,2,7,29,47,22,21,47,5,0,4,57,68,6,28,2,0,7,0,8,25,2,22,0,3,20,19,32,56,2,16,0,2,18,2,5,0,25,2,7,19,9,2,18,14,13,2,3,1,6,14,0,0,6,5,17,0,0,31,20,0,0,11,10,1,2,1,0,50,13,28,0,4,20,3,0,17,226,8,36,6,4,17,0,13,10,17,35,14,14,6,24,12,11,4,38,24,7,20,8,0,8,11,14,0
35.500,6,7,25,52,10,11,0,27,43,38,10,20,51,9,4,4,0,3,8,12,25,13,0,0,4,0,4,13,6,26,64,21,26,62,1,0,6,64,60,4,26,1,0,6,0,4,22,3,24,0,1,48,20,45,63,3,30,0,4,25,1,3,0,26,2,10,21,4,2,19,21,16,2,2,7,3,18,0,0,10,9,15,0,0,45,15,0,0,13,13,2,6,2,3,47,14,33,0,12,28,2,0,11,164,7,49,0,3,25,0,17,11,19,41,14,14,10,17,13,4,28,31,19,11,15,6,0,7,9,21,0
36.500,6,5,27,54,4,17,0,24,70,38,15,17,51,6,5,2,0,2,4,14,20,12,2,0,5,0,9,4,6,37,111,22,30,52,4,0,2,49,52,0,25,4,0,6,0,8,33,0,21,0,4,32,31,65,51,13,32,0,0,42,4,6,0,35,1,16,24,6,3,18,23,10,0,1,6,7,13,6,0,17,3,18,0,0,64,13,0,0,19,18,3,2,1,0,44,16,46,0,9,24,2,0,13,74,7,47,5,0,40,0,16,15,19,14,19,18,6,13,13,7,54,28,18,6,15,7,0,7,11,28,0
37.500,9,2,34,58,10,21,0,27,37,32,9,23,62,11,4,2,6,5,5,9,19,12,2,0,4,0,7,5,12,30,79,24,29,42,4,0,5,43,49,0,20,7,0,2,0,2,34,0,22,2,1,44,27,88,70,9,93,2,0,47,2,9,0,46,3,17,20,7,3,18,29,11,0,5,4,3,14,25,0,13,6,17,0,0,57,9,0,0,15,14,1,7,2,0,43,23,34,0,5,25,7,0,23,66,0,26,0,5,37,1,24,14,17,11,22,18,11,4,15,3,32,34,0,9,10,9,0,6,5,27,0
38.500,7,6,31,68,8,23,0,25,21,26,13,21,61,9,5,5,18,3,5,11,18,11,0,0,6,0,5,16,7,31,69,24,28,39,7,0,3,48,42,0,20,1,0,2,0,17,34,0,17,3,4,39,33,117,77,15,72,0,4,26,1,10,0,45,2,23,27,5,2,17,33,10,0,1,23,10,14,24,0,18,2,18,0,0,33,10,0,0,47,25,1,8,2,0,59,30,43,0,17,14,6,1,21,69,0,28,0,3,32,7,22,20,24,13,26,16,11,7,17,4,24,29,13,13,18,9,0,6,9,8,0
39.500,64,5,29,86,6,35,0,34,13,27,8,26,73,10,0,1,14,7,6,13,19,10,0,0,8,0,9,12,15,35,67,32,28,40,18,4,7,36,41,0,22,4,0,0,0,52,34,1,21,3,4,59,23,159,82,19,70,0,0,25,3,14,0,57,3,23,19,8,3,22,42,11,0,3,28,9,9,27,0,16,3,29,0,0,7,6,1,0,31,18,4,23,4,0,67,34,53,0,11,20,3,9,19,46,0,27,2,2,41,14,28,25,48,15,17,16,10,4,22,3,22,53,10,6,15,8,0,6,6,0,0
40.500,81,5,34,116,9,29,0,27,13,36,13,19,71,12,8,5,15,7,2,7,20,10,0,0,12,0,7,13,16,25,75,37,33,27,10,14,1,38,35,0,15,9,0,1,0,51,40,7,17,4,2,46,33,144,64,24,83,2,0,17,2,22,0,65,3,37,27,5,4,27,38,7,0,4,29,12,17,27,0,17,0,44,0,0,0,9,1,2,15,28,1,17,2,0,87,46,87,0,11,15,9,8,18,34,0,21,7,4,61,27,30,27,71,14,33,18,12,5,26,5,19,91,8,9,15,11,0,9,6,0,0
41.500,79,4,43,167,10,22,0,29,10,49,27,28,64,13,0,2,21,14,7,10,22,10,1,0,19,0,5,28,17,23,54,39,31,28,39,17,12,45,32,0,17,12,2,0,0,47,29,6,12,5,5,39,32,151,68,22,91,1,0,16,1,13,0,67,4,44,26,5,2,20,43,7,0,3,28,14,11,23,0,23,2,33,0,0,8,5,4,1,10,26,2,17,3,0,79,66,71,0,19,9,4,13,15,34,0,22,35,2,87,38,32,44,54,16,31,17,10,2,29,6,10,21,9,10,19,10,0,8,6,0,0
42.500,2,0,26,130,4,22,0,29,8,19,20,29,55,15,6,2,22,11,5,8,22,13,2,0,25,0,5,20,23,28,47,85,53,21,68,21,147,35,35,0,20,26,0,0,0,43,43,14,14,6,6,33,34,125,65,37,83,0,0,17,1,10,0,85,3,70,28,7,2,42,46,8,0,5,27,15,14,27,0,36,1,23,0,0,0,3,3,2,9,30,4,25,5,0,78,67,58,0,26,11,11,11,16,27,0,24,30,3,72,48,27,63,44,18,48,17,14,5,39,7,20,19,17,8,20,14,0,11,5,0,0
43.500,0,0,45,136,9,17,0,31,10,15,13,30,58,17,1,4,18,29,4,7,27,37,42,0,10,0,5,32,28,23,36,139,74,18,70,19,138,42,32,0,12,15,3,11,0,44,46,36,15,9,10,12,40,101,72,44,71,3,0,18,3,12,2,115,9,52,36,6,2,40,50,4,0,5,19,16,15,29,0,37,4,15,0,0,2,7,8,2,10,41,1,28,4,0,66,71,62,0,26,13,12,13,15,27,0,40,33,3,81,94,22,136,45,22,41,18,17,1,50,7,9,22,24,5,30,14,0,13,4,0,0
44.500,0,0,33,131,9,17,0,29,4,12,12,39,43,26,0,2,36,28,7,7,28,57,40,0,15,0,7,26,31,26,41,114,61,19,87,22,114,45,36,0,21,16,8,9,0,38,66,28,11,5,11,34,43,77,68,50,70,3,0,28,3,10,8,151,7,46,36,6,4,35,65,7,0,5,23,13,12,35,0,39,6,17,0,0,7,4,9,2,4,36,2,11,6,0,48,68,21,0,39,13,17,9,13,26,0,48,30,2,52,213,30,129,44,21,45,15,18,3,67,9,12,25,32,8,33,18,0,18,3,0,0
45.500,0,0,30,97,6,17,0,38,13,11,12,33,26,47,5,4,27,81,6,9,31,43,41,6,11,0,7,26,38,26,33,108,54,22,61,17,131,49,44,0,11,11,13,10,0,31,56,19,9,5,18,39,47,71,72,52,95,1,0,49,1,12,10,137,16,42,72,5,1,19,68,2,0,7,11,26,16,36,0,44,11,15,0,0,4,4,10,18,6,50,4,11,8,0,111,54,32,0,78,17,13,9,15,22,0,23,28,3,51,3,36,98,54,25,44,18,16,4,34,10,18,28,53,3,32,19,0,21,6,0,0
46.500,0,0,32,86,10,12,0,35,3,10,9,51,23,38,0,2,26,93,3,3,32,32,41,18,17,0,13,31,61,27,35,181,53,22,65,24,148,54,41,0,10,17,7,12,0,40,48,6,13,4,17,28,55,72,82,57,131,4,0,44,1,7,8,177,12,42,91,7,7,7,57,16,0,5,14,29,17,36,0,50,7,11,0,0,4,1,11,29,8,73,1,13,9,0,94,43,19,0,66,22,20,9,18,17,0,7,32,3,36,0,38,85,45,31,42,20,25,1,13,12,12,25,98,7,31,28,0,33,4,0,0
47.500,0,0,40,86,15,16,0,31,14,10,10,40,11,25,0,3,29,47,11,10,31,31,39,21,14,0,7,41,90,32,37,221,57,17,39,28,113,59,42,1,20,17,9,10,0,37,36,5,8,8,16,16,60,74,70,45,196,5,0,59,5,10,0,154,9,67,82,7,92,9,39,22,0,7,16,28,24,30,7,48,5,7,0,6,6,5,16,22,37,93,5,11,12,0,62,32,31,0,58,34,131,7,15,19,0,3,46,1,34,0,61,69,58,41,43,25,27,5,9,21,10,32,84,4,32,75,0,22,4,0,0
48.500,0,0,38,95,11,14,0,33,9,29,9,40,11,25,4,3,29,47,10,4,89,23,38,45,15,0,10,32,68,29,30,151,71,18,39,22,111,42,45,2,9,8,12,7,0,36,41,2,11,6,14,0,70,46,62,56,41,6,0,55,2,10,0,172,11,76,82,8,100,5,42,19,0,9,11,22,23,27,24,57,6,10,2,15,13,5,24,25,24,149,3,6,20,0,46,30,19,0,46,17,86,9,19,20,0,0,43,4,34,0,48,87,47,36,42,14,38,7,3,19,12,38,60,6,28,53,0,2,3,0,0
49.500,0,0,43,66,20,15,0,35,12,42,6,33,8,17,0,2,31,47,7,3,100,22,36,38,16,0,11,41,24,30,29,84,84,14,29,16,136,46,47,3,19,18,10,6,0,40,48,1,10,6,13,9,73,46,66,45,23,5,0,52,2,9,0,154,18,107,90,10,77,9,37,3,0,10,12,25,21,31,22,67,0,8,8,7,14,4,19,22,19,120,4,8,17,0,53,22,26,0,38,15,62,11,32,12,0,0,20,3,29,0,33,87,51,39,42,15,59,6,0,21,15,26,55,2,26,47,0,3,2,0,0
50.500,0,0,47,62,17,19,0,36,3,28,11,47,4,19,0,4,27,34,18,4,110,17,40,29,19,0,13,35,23,32,32,37,154,12,32,13,110,51,68,4,9,19,18,6,0,74,38,0,12,20,15,0,84,41,47,43,7,6,0,20,1,13,0,43,39,198,97,7,89,3,32,4,0,9,12,22,28,28,14,63,7,6,9,3,15,2,27,22,21,113,7,7,21,0,49,22,23,0,46,17,8,10,21,19,0,0,9,2,31,0,25,64,53,23,47,12,51,9,2,16,12,10,43,5,27,23,0,0,5,0,0
51.500,0,0,80,25,17,27,0,38,5,26,18,34,4,17,1,2,24,31,21,7,80,20,28,20,22,0,15,43,38,30,20,34,153,11,20,11,64,44,47,3,6,19,19,6,0,88,47,0,9,42,10,1,111,38,56,28,5,7,0,6,7,13,0,39,55,103,107,12,47,7,31,4,0,9,9,25,32,30,19,80,3,8,10,5,14,2,29,22,17,100,7,7,24,0,93,15,22,0,37,19,10,14,17,18,0,0,6,3,19,0,17,62,64,25,43,9,37,13,2,19,11,4,27,4,24,5,6,5,2,2,0
52.500,0,0,65,3,25,64,0,42,10,21,17,32,1,13,0,5,18,25,39,3,56,18,36,28,28,0,16,42,48,28,23,29,116,10,21,9,66,36,39,6,18,23,15,4,0,68,48,0,10,75,9,8,153,40,73,30,3,6,0,11,4,24,0,32,40,54,95,11,39,3,27,2,0,13,10,28,33,34,10,103,3,6,14,0,40,5,34,25,20,104,10,5,24,0,57,16,18,0,51,28,12,28,21,9,0,0,18,4,19,0,14,81,60,20,45,9,20,16,4,12,8,0,26,4,21,10,18,0,2,0,0
53.500,0,0,32,1,24,50,0,45,3,13,17,31,5,13,0,0,16,23,36,3,56,38,35,29,29,0,15,50,62,27,14,28,123,14,20,13,57,12,34,9,8,36,10,5,0,56,50,2,17,101,13,0,142,35,77,20,10,5,0,11,2,31,0,32,29,59,112,8,31,7,24,3,0,10,11,32,41,34,17,117,4,2,11,3,79,3,33,20,17,95,11,6,21,0,34,13,16,0,59,44,14,51,16,23,0,0,34,2,19,0,8,65,66,20,46,5,14,20,1,12,11,0,22,4,32,23,18,5,5,0,0
54.500,0,0,36,1,26,6,0,41,10,11,26,28,1,11,0,7,11,25,34,7,49,46,30,42,19,14,17,54,88,26,12,17,97,7,12,1,57,15,8,12,14,30,13,5,0,41,58,2,17,54,9,6,99,37,57,18,3,6,0,64,3,39,0,23,29,61,146,12,25,4,35,4,5,15,11,28,45,43,11,126,2,5,16,2,70,6,38,24,19,98,16,4,26,0,31,12,20,0,79,30,16,28,15,9,0,0,37,1,17,3,5,51,77,12,48,6,14,14,2,10,6,0,28,3,34,63,21,1,2,3,0
55.500,0,0,35,2,30,4,0,36,5,12,25,27,3,10,0,0,10,21,27,3,47,43,42,14,20,17,15,103,86,24,12,16,49,12,18,0,54,7,0,13,5,24,10,3,0,44,59,3,16,34,6,4,40,30,48,17,6,8,0,96,10,19,0,26,27,28,145,12,23,2,28,11,18,22,10,29,51,99,61,98,4,3,11,0,41,6,43,23,28,126,20,3,29,0,37,8,15,0,47,33,19,18,16,21,0,0,22,5,15,0,5,25,63,13,51,4,14,11,5,1,7,0,17,3,37,64,18,7,2,0,0
56.500,0,0,32,2,79,4,0,29,3,6,21,25,0,10,0,6,24,24,25,3,45,37,32,12,23,18,16,99,51,20,7,14,43,18,15,0,61,6,0,22,5,14,13,6,0,45,54,7,13,23,6,0,22,36,40,18,11,18,0,110,3,27,0,27,23,28,112,6,18,7,26,11,5,34,11,39,87,102,28,79,1,4,14,3,36,13,55,36,38,104,27,1,33,0,21,7,18,0,47,26,19,14,15,15,0,0,17,3,16,0,3,30,64,11,47,3,13,6,1,5,0,0,17,4,41,49,25,6,4,1,0
57.500,13,0,26,0,85,2,0,21,10,10,25,31,0,9,0,0,67,25,25,2,52,44,42,11,25,19,13,124,62,15,11,14,33,10,12,0,74,18,0,13,10,15,10,4,0,31,42,4,26,11,8,10,17,35,33,17,7,34,0,78,5,29,0,20,52,20,80,13,18,3,24,27,3,21,9,38,76,121,21,79,4,1,17,2,26,55,49,70,36,76,31,0,32,0,28,9,10,0,44,24,26,16,17,16,0,0,12,2,13,3,0,24,27,13,33,2,14,11,3,1,0,0,17,3,51,35,24,2,0,2,0
