Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144
-44.500,19,21,30,18,20,4,3,7,15,1,8,0,7,40,39,1,0,48,32,30,68,10,28,4,16,63,40,61,35,14,35,14,0,63,0,8,104,53,87,19,32,11,26,0,23,39,17,27,31,11,8,14,51,5,78,0,5,17,9,29,3,3,6,68,5,23,62,6,54,31,0,50,4,16,7,16,16,83,36,27,71,8,46,18,21,21,59,15,11,26,44,11,21,87,24,9,9,52,47,80,114,2,44,17,6,7,77,97,5,49,43,24,1,24,50,49,49,17,48,15,31,12,10,63,4,30,14,74,44,9,36,8,81,77,0,0,43,13,14,35,30,0,19,32
-43.500,14,26,28,14,19,3,6,14,23,1,5,0,10,48,46,5,0,43,53,38,79,11,36,6,19,44,51,68,28,18,25,35,0,71,0,10,96,50,31,24,32,11,25,0,27,35,11,32,47,12,2,37,43,17,82,0,4,19,8,25,2,0,3,67,4,39,63,4,71,30,0,48,11,18,6,13,16,85,38,21,62,10,37,20,20,19,52,15,4,25,52,8,17,75,19,8,14,71,42,63,129,6,49,23,10,9,77,116,10,25,57,19,2,27,45,59,53,21,55,13,35,10,10,87,5,29,28,33,65,8,40,12,65,75,0,0,46,16,12,54,43,0,10,36
-42.500,16,20,35,17,14,5,3,8,20,3,4,0,4,52,40,7,0,48,54,37,106,6,29,9,15,41,45,52,28,29,30,19,0,65,0,10,121,40,34,19,37,8,22,0,22,23,8,26,90,12,1,5,34,43,75,0,5,25,12,28,1,0,0,75,4,23,56,10,75,27,0,46,15,16,9,9,9,47,36,26,45,11,58,43,19,16,29,16,3,23,49,12,17,65,21,8,17,71,51,43,180,8,21,31,12,10,126,104,6,14,48,20,3,27,34,81,66,18,85,20,34,12,14,34,5,39,25,22,48,7,70,10,54,61,0,0,30,18,4,53,17,0,13,52
-41.500,15,27,51,13,35,1,8,11,24,2,0,0,9,51,48,7,0,32,58,62,60,10,24,14,16,52,52,37,23,36,30,21,0,49,0,8,142,43,33,18,47,10,26,0,22,13,5,30,100,16,8,4,36,30,55,0,3,44,11,28,3,0,0,88,4,17,71,10,80,30,0,53,11,17,9,7,10,42,36,30,38,12,54,33,23,10,31,27,3,20,58,19,16,64,17,5,20,63,46,30,212,4,25,21,22,10,122,118,8,15,28,17,2,26,38,65,51,19,64,23,46,10,14,29,6,52,30,19,42,7,37,11,44,57,0,0,30,16,6,37,11,0,14,57
-40.500,15,26,38,12,26,2,7,12,26,4,4,0,8,47,76,15,0,47,44,74,57,12,17,6,17,35,64,31,19,34,17,20,0,39,0,12,137,41,36,20,28,5,60,0,21,14,4,22,50,13,2,2,33,26,48,0,5,34,5,26,0,0,0,105,3,0,89,6,59,28,0,41,9,35,8,7,8,38,36,29,36,24,74,35,19,13,26,33,3,20,34,30,6,71,14,10,25,55,57,31,331,8,12,16,19,12,67,107,6,24,28,32,5,23,27,74,56,22,58,43,54,11,12,31,16,70,25,16,41,6,9,16,34,62,0,0,30,13,5,32,4,0,11,50
-39.500,13,35,73,10,18,3,4,11,24,3,1,0,3,42,67,14,0,60,40,100,25,6,19,4,15,22,67,27,18,35,22,22,0,47,0,9,123,29,46,12,24,11,29,0,23,13,7,27,33,15,1,2,41,27,43,0,4,24,3,25,0,0,0,165,1,0,71,2,46,35,0,41,12,24,8,5,7,33,40,31,30,51,64,48,24,11,29,22,3,20,25,18,13,83,14,13,50,72,75,17,212,10,19,21,15,22,17,118,4,39,23,32,5,27,31,89,30,21,50,33,54,13,22,33,10,119,27,12,25,4,5,23,34,49,0,0,43,13,6,24,4,0,13,75
-38.500,15,53,137,10,49,3,8,13,30,5,1,0,9,65,61,19,0,47,40,120,9,12,13,2,16,20,64,19,15,35,32,28,0,41,0,11,100,44,38,14,18,6,18,0,22,11,1,24,27,14,6,1,31,29,31,0,3,19,6,37,0,0,0,110,3,0,37,3,39,34,0,58,7,19,8,2,5,35,37,29,27,95,96,37,23,6,21,17,8,19,25,34,10,58,20,16,50,58,62,16,130,12,7,15,19,27,17,115,10,26,44,29,3,26,29,90,20,20,46,18,49,12,22,43,5,114,30,9,21,5,3,15,37,69,0,0,29,11,2,22,8,0,9,130
-37.500,10,47,102,12,53,3,5,9,20,9,2,0,5,18,49,28,0,49,35,131,6,15,11,1,14,32,48,3,20,30,19,37,0,44,0,10,102,28,30,12,16,2,23,3,22,4,3,17,16,11,2,0,20,30,32,0,3,21,5,23,0,0,0,57,1,0,40,3,27,60,0,34,8,17,6,4,5,26,36,28,22,82,30,26,29,15,26,17,1,22,22,33,6,37,39,18,43,57,74,23,90,9,19,17,13,37,16,38,5,21,47,26,8,31,30,60,13,19,45,18,53,16,40,62,2,56,33,8,17,3,8,10,26,69,0,0,18,19,6,13,0,0,10,215
-36.500,19,32,46,9,39,2,9,18,24,19,1,0,4,21,38,19,0,33,30,153,9,16,11,0,13,26,52,3,4,43,17,21,2,54,0,15,112,41,33,10,12,8,12,5,24,2,3,22,11,15,1,0,18,43,28,0,2,16,4,16,0,0,0,24,3,0,45,1,29,87,1,26,10,14,3,3,5,11,71,27,29,96,26,24,27,6,22,14,1,21,19,137,7,40,77,28,55,68,78,12,61,14,15,18,17,39,5,30,9,15,34,31,14,27,34,42,13,17,39,13,54,30,34,14,3,48,27,2,13,2,24,12,24,71,0,0,22,17,4,17,0,0,10,150
-35.500,10,29,48,8,35,2,8,12,19,24,1,0,7,18,39,25,0,31,33,125,8,28,8,0,14,25,43,2,16,31,27,33,0,49,0,10,58,34,34,7,12,7,13,6,35,0,0,18,10,5,0,0,17,58,23,0,1,17,0,12,0,0,0,16,1,0,24,3,21,37,3,20,8,16,1,3,4,8,51,35,26,82,22,14,21,7,17,18,4,28,21,98,7,32,90,29,7,57,71,9,78,14,11,18,11,62,10,28,7,13,6,26,15,25,23,40,9,16,42,13,59,69,43,0,0,24,31,4,17,0,53,18,28,83,0,0,15,20,4,15,3,0,11,172
-34.500,13,28,25,10,32,1,6,10,9,20,3,0,5,22,39,26,0,27,23,97,17,22,9,0,14,29,38,3,7,65,20,24,4,40,0,9,60,38,28,8,9,2,12,8,14,0,0,18,10,10,0,0,12,83,19,0,1,15,0,13,0,0,0,12,1,0,19,1,19,7,13,19,5,14,0,2,4,3,28,19,42,58,19,11,18,13,14,21,0,29,20,76,5,33,56,56,4,61,91,19,88,16,19,14,13,41,1,28,10,9,3,23,12,27,19,36,8,14,41,19,60,111,43,7,0,25,26,1,12,3,41,26,20,86,0,0,13,22,4,19,0,0,12,130
-33.500,9,22,26,9,28,2,8,13,20,25,1,0,3,21,48,30,0,33,30,88,12,22,10,0,36,26,32,4,9,54,37,22,1,51,0,11,59,45,2,30,11,6,9,10,15,0,0,19,5,7,5,0,11,59,21,0,0,19,0,8,0,0,0,8,3,0,17,1,21,7,5,10,7,21,0,3,4,6,25,14,13,56,13,15,17,5,17,2,0,32,13,66,6,29,20,71,2,67,49,8,63,21,16,17,13,85,5,19,7,6,6,26,17,19,18,22,4,11,35,14,59,76,91,1,0,14,21,3,14,2,35,30,23,97,0,0,17,17,9,49,0,0,11,126
-32.500,17,18,17,10,19,2,10,9,8,38,0,0,7,26,45,25,0,34,24,99,15,17,65,0,37,22,28,2,10,48,45,25,5,48,0,9,25,46,0,49,10,6,11,13,14,0,0,15,7,7,0,0,8,26,14,0,0,26,0,7,0,0,0,7,0,0,11,2,17,7,5,9,5,27,0,2,4,7,15,5,6,56,19,7,14,11,12,0,5,28,20,79,3,25,11,46,5,66,27,13,68,22,25,26,10,16,3,25,6,9,6,29,20,16,16,23,0,14,35,18,64,63,145,2,0,7,24,0,6,4,38,35,14,117,44,0,14,20,10,37,0,0,8,121
